indicator,pattern,rate,tiers,seed,mape,flips,n_pairs,coverage,rel_width,n_participants,pds,flow_share
GHG,random,0.4,2,8,13.741423800548233,8.024691358024691,162,100.0,0.9105900572570877,26,0.3117447446474082,0.331658745160538
GHG,random,0.4,2,9,12.952253427299581,4.938271604938271,162,100.0,0.6712465881776938,26,0.4310530087066356,0.4280386767016379
GHG,random,0.4,3,0,13.928238257679451,6.790123456790123,162,100.0,0.8061742702944478,26,0.30539191346866434,0.3700849719687832
GHG,random,0.4,3,1,8.505549010728544,7.407407407407407,162,100.0,0.8467875408269374,26,0.4034396142798362,0.45959736939870705
GHG,random,0.4,3,2,18.374715543682203,6.790123456790123,162,100.0,0.7809188697738578,26,0.29743975021538727,0.38443915101144327
GHG,random,0.4,3,3,4.535239135548575,5.555555555555555,162,89.47368421052632,0.8988820293893076,26,0.3994974384619691,0.38342454700206124
GHG,random,0.4,3,4,22.95106136100693,8.641975308641975,162,100.0,0.7597045114859267,26,0.30546292157931765,0.4391634453102686
GHG,random,0.4,3,5,12.681891093928815,7.407407407407407,162,100.0,0.8477251024353236,26,0.3394248406606531,0.4035836204647977
GHG,random,0.4,3,6,12.82196152339039,4.938271604938271,162,100.0,0.7920926080605649,26,0.42045538651570435,0.4021664595820067
GHG,random,0.4,3,7,6.34359732277769,5.555555555555555,162,100.0,0.6383108595083696,26,0.44008851822626754,0.40169963078019705
GHG,random,0.4,3,8,12.237285787340358,6.172839506172839,162,100.0,0.716235820515027,26,0.3817558520134983,0.358155523273159
GHG,random,0.4,3,9,17.18573329023221,9.25925925925926,162,100.0,0.7683102534896538,26,0.3850645396824259,0.40118559019320044
GHG,random,0.4,0,0,15.974895104469015,11.11111111111111,162,100.0,0.7567012685088584,26,0.3622960033771152,0.2725947787172017
GHG,random,0.4,0,1,3.3696425001334975,5.555555555555555,162,94.73684210526315,0.7162067385652229,26,0.48220725708858375,0.37999458461152097
GHG,random,0.4,0,2,8.184845669860753,6.172839506172839,162,94.73684210526315,0.9570244718776761,26,0.3720662355030029,0.38936524093916447
GHG,random,0.4,0,3,11.09498336765124,8.641975308641975,162,100.0,0.7315313948430499,26,0.40321640801319125,0.3077241669879571
GHG,random,0.4,0,4,15.112381182706592,8.024691358024691,162,100.0,0.7154475003190005,26,0.3747132999791396,0.32462611578287454
GHG,random,0.4,0,5,5.976309845146261,9.25925925925926,162,100.0,0.8370635813025893,26,0.4196735097203108,0.4597685616137939
GHG,random,0.4,0,6,9.490633508134087,4.938271604938271,162,26.31578947368421,0.7986284654594886,26,0.5771911226704934,0.4173732966863394
GHG,random,0.4,0,7,11.923089161277687,8.641975308641975,162,100.0,0.7173253210594254,26,0.4792007900431245,0.4912919158917007
GHG,random,0.4,0,8,13.636129753660223,8.641975308641975,162,100.0,0.7989736668578569,26,0.3751794809111445,0.4108414741290655
GHG,random,0.4,0,9,13.82371229031506,7.407407407407407,162,100.0,0.7189127787577441,26,0.4123129536270661,0.40213377854340243
GHG,random,0.6,1,0,9.43912235139011,1.8518518518518519,162,89.47368421052632,0.6958696415910306,38,0.43687195773023413,0.644095227780234
GHG,random,0.6,1,1,10.017424646641492,8.024691358024691,162,94.73684210526315,0.6034119769896565,38,0.3929494393056562,0.6209542402301756
GHG,random,0.6,1,2,7.8832360673233595,4.938271604938271,162,94.73684210526315,0.6642995152375335,38,0.4077813258856975,0.6586624520675765
GHG,random,0.6,1,3,10.10752913203515,3.7037037037037037,162,100.0,0.7474653365892072,38,0.3939763925373909,0.45553598459115613
GHG,random,0.6,1,4,10.610726608688415,8.024691358024691,162,100.0,0.6440242669745831,38,0.39131621630468816,0.5969340008153741
GHG,random,0.6,1,5,13.014363761384898,4.938271604938271,162,100.0,0.7938424224992647,38,0.350885555546215,0.5724426891316794
GHG,random,0.6,1,6,9.728800385940978,3.7037037037037037,162,100.0,0.8206529453260221,38,0.3316328089979799,0.575963451547657
GHG,random,0.6,1,7,7.463009059708285,1.8518518518518519,162,100.0,0.6863092576151844,38,0.44746846038119364,0.5625786141986533
